Polarity,Text
positive,صبور بشكل و قطع متوفرة بالهبل و أسعار معقولة.
neutral,السيارة خدومة جدا عيبها مخ القير دايما يتعطل و بسبب مبرد الزيت يكون تبريده ضعيف و ترتفع حرارة القير و يبدأ يلخبط في الغيارات.
negative,أكثر ما يغبني في الافالون XL و التورنق الجنوط المكحلة أحسها مضيعة هيبة السيارة و عدم وجود الزينون.
negative,شريت سيارة جنوطها 21 و مره متعبة مع المطبات يعني اي مطب تناقز رحت للبنشري لقيت الكفر 35 يعني الهواء ممتاز فيه.
negative,الباجيرو قاسي و قطع غالية و ما تحصل ناس تصلح و يشرب بنزين واجد و غير مريح.
positive,استخدمة سنوات و يتحمل الكرف.
neutral,التاهو ممتاز و مريح لكن السعر عالي.
positive,صبور و يتحمل الكرف في الخط راسي جدا.
positive,تحسنت صرفية البنزين مع المكينة الجديدة 6 سلندر.
positive,الصني مؤخرا لاحظناها تنتشر. بالنسبة للمميزات في الصني مكيف ممتاز و واسعة داخليتها بالمقارنة مع المنافسين و أقل سعر في فئتها.
positive,أشوف ان سعرها جدا مناسب و السيارة يمدحون مكيفها لكن من ناحية التحمل ما عندي علم بس أشوفها منتشرة عندنا.
positive,يصلح للسفر مريح و ممتاز في البر.
positive,تاهو و ارفع يدك شكل جديد ما بيتغير و صرفية طيبة و شكل داخلي و خارجي جميل و مواصفات ممتازة.
positive,أرشح لك التاهو ما شاء الله في الخط مريح جدا و ما يصرف في الخط و انا مجرب ذا الشيء في البر يؤدي الواجب.
positive,الاكسبدشن حلو و سعر طيب و الحين حسنوا فيه من ناحية الصرفية و القوة.
positive,تاهو صرفية طبيعية، شكل ما راح يتغير على الأقل بعد 5 سنوات ، قطع غيار متوفرة بكثرة، راحه سفر او مدينة.
negative,انحش من التاهو 2015 فيه خلل مصنعي خطير جداً.
positive,الجيب مريح راسي مكيف ثلج طيارة ما شاء الله.
positive,خذ لك لاند كروزر استعمال قليل تحصل بسعرك عملي و مريح و الصرفية معقولة و قطع غيار و صيانة ممتازة.
positive,انا مستخدم 2007 الشكل السابق و بعتها بعد 6 سنوات سيارة قوية و عزم ممتاز مقارنة بفئتها.
negative,من عيوبها طلع عندي صوت اذا شبك المكيف و الصوت متكرر ما دام المكيف شغال و تسمعه و انت تمشي يعني كل 30 ثانية تقريبا.
neutral,عيبه مثل ما ذكرت 6 سلندر فقط و هذي مكينة ضعيفة شوي على مثل هالسيارة الكبيرة لكنها تقوم بالواجب.
positive,سيارة صغيرة واسعة فيها مواصفات أمان الحد الادنى من أقل فئة بسعر معقول و مكيف نيسان اللي يثلج الصدر.
positive,بصراحه سيارة فخمة و خفيفة و اقتصادية و من الاخير سيارة رائعة جدا بكل المقاييس.
neutral,السيفيك عزلها و عزمها رائع طبعا سعر السيفيك مبالغ فيه.
positive,سيارة من شركة معروفة ما عليها كلام و مكيفها بارد جدا و صغر حجمها يريح في الزحمات.
negative,انا كانت معاي التيما 2014 ماخذها و كاله ما كملت سنتين الا و القير خبط و بعتها و الله يعوض علي خير منها.
negative,الدقسن مكسيكي و فشل لسوء الجوده.
negative,الارماد الاكسترا وقف انتاجه لضعف المبيعات.
neutral,صني سيارة جيدة و عملية الا ان شكل السيارة ما خدمةا كثير.
positive,افضل سيارة في فئتها من ناحية السعر، سعر منافس جداً مقارنة بالمنافسين واسعة و مكيف ممتاز و القير تبترونيك و ليس CVT و هذا جعل الناس تقتنع فيها مما أدى لانتشارها.
positive,سيارة رايقة سعرها رخيص و عملية و مكيف ثلج و واسعة و راسية مقارنة بفئتها و من الاستاندر تجي مكينة كبيرة 1500.
positive,سعرها طيب جدا مع ارتفاع البنزين.
negative,مكاين السوناتا فيها عيب مصنعي لكن الشركة و الوكيل مهو راضيين يعترفوا فيها و بامريكا فيه دفعة تم استدعائها عشان المكينة.
negative,عندي سيارة لانسر 2004 فيها رجة شديدة في الدركسون و المكينة فيها تفتفة خصوصاً لما أكون واقف في الاشارة و القير على D و أحيانا لما اتحرك السيارة تنطفي مع تشغيل المكيف.
negative,بعض السيارات مهما تحافظ عليها لابد من المشاكل بسبب سوء التصنيع و اذا تبغى الشور ابعد عنها.
negative,اصلا الشركات بتوقف تصنيع 6 سلندر لهذي الفئه لأنه تستهلك بنزين على الفاضي.
negative,ما الومهم انهم وقفوا تصنيعها. السيارة شبه منقرضة عندنا بالسعودية و شكلها أخيس من شكل الكامري و على ما سمعت ان فيها عيب مصنعي بالقير.
negative,التويوتا فقيرة بالمواصفات.
negative,سيارة لا مكان لها من الإعراب. سيارة من دون مواصفات و تشرب بنزين ما هو صاحي و شكلها قبيح و مشهورة بتخبيط القير.
positive,كشبابي و داخلية و اريح اكيد الكرايزلر لانها دفع خلفي.
negative,الكرايزلر ثقيلة جدا و الداخلية مصنوعة من أرخص المواد الجلد و البلاستيك سيء جدا و رخيص وما فيها رساوة .
positive,التورس ممتازة جدا و جودتها عالية و قليل ما تطلب صيانة.
negative,سيارة قيمتها في حدود 150 و جوده المواد رديئة.
negative,الكلايسلر من السيارات السيئة في توفر قطع الغيار الافضل الابتعاد عنها.
positive,السيارة عزمها جدا ممتاز و قيادتها ممتعة مره هذي لحالها ميزة.
neutral,قطعها غالية بس تستاهل تحط فيها لأنها تكد معاك و تطول.
positive,المواصفات ممتازة جدا خصوصا المثبت الذكي افادني جدا.
neutral,قطع الغيار من متوسط لغالي لكن تحط القطعة و تنساها.
positive,السيارة وسيعة من جوه و الديكور الداخلي جميل و رايق يشعرك بالفخامة.
negative,سيارتي فورد اكسبيدشن  2014 اليوم و انا طالع عقبة الهدا فجأة قل عزم السيارة و توقفت و انا في أعلى العقبه.
positive,الكوريس أميرة كوريا، سيارة الرفاهية و القوة و العزم و العزل و التقنية مواصفاتها و مميزاتها موجوده و منتشرة في كل مكان، وهي مواصفات عالية الزبدة الموتر ما عليه كلام.
